# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.39500001 80728.25000000  5754.31005859
0.39600003 80200.57812500  4775.94482422
0.39700001 79667.95312500  5707.41259766
0.39800003 79127.36718750  5682.92773438
0.39900002 78580.68750000  6129.29394531
0.40000001 78027.92968750  5632.05615234
0.40100002 77469.28125000  6072.81738281
0.40200001 76905.85937500  5113.85546875
0.40300003 76336.17187500  5551.16699219
0.40400001 75762.38281250  5523.07812500
0.40500003 75184.45312500  4578.73339844
0.40600002 74603.45312500  6376.35742188
0.40700001 74016.25781250  6794.69238281
0.40800002 73426.39062500  6306.59326172
0.40900001 72834.09375000  8510.66406250
0.41000003 72238.64062500  5344.21484375
0.41100001 71640.73437500  5312.87695312
0.41200003 71039.35156250  5281.06591797
0.41300002 70436.95312500  5248.96191406
0.41400003 69832.39062500  5651.18652344
0.41500002 69226.60156250  4751.71435547
0.41600001 68617.88281250  4292.04882812
0.41700003 68009.70312500  5543.47119141
0.41800001 67400.37500000  5506.94775391
0.41900003 66789.10937500  6311.57128906
0.42000002 66179.11718750  4597.13232422
0.42100003 65568.28125000  4565.52001953
0.42200002 64957.54296875  4121.55615234
0.42300001 64346.66796875  6138.67236328
0.42400002 63735.35937500  4469.44238281
0.42500001 63126.20312500  4840.51757812
0.42600003 62516.18359375  6406.65869141
0.42700002 61908.48828125  4769.43017578
0.42800003 61300.64843750  3944.69702148
0.42900002 60695.41015625  4306.33935547
0.43000001 60090.32031250  5438.77490234
0.43100002 59486.71875000  5011.16162109
0.43200001 58885.32812500  4971.98291016
0.43300003 58285.50781250  4932.70263672
0.43400002 57687.75000000  5269.77636719
0.43500003 57091.33984375  4480.52880859
0.43600002 56498.82031250  3703.49780273
0.43700001 55907.12500000  4040.40795898
0.43800002 55316.87109375  4006.87768555
0.43900001 54731.21484375  4334.71240234
0.44000003 54146.94921875  3940.00292969
0.44100001 53565.84375000  4616.84033203
0.44200003 52987.39843750  3521.01293945
0.44300002 52411.46484375  4188.72460938
0.44400004 51838.87890625  4498.31884766
0.44500002 51268.11328125  5144.75537109
0.44600001 50701.50000000  4079.44287109
0.44700003 50137.99218750  5053.91015625
0.44800001 49577.46093750  3339.04199219
0.44900003 49020.08984375  3970.62744141
0.45000002 48467.50000000  4918.23974609
0.45100003 47916.25781250  3898.46704102
0.45200002 47369.69531250  5150.03369141
0.45300001 46826.22656250  4783.29931641
0.45400003 46286.09375000  4738.53906250
0.45500001 45749.56250000  5319.75927734
0.45600003 45217.25390625  4959.42871094
0.45700002 44688.31250000  3991.11328125
0.45800003 44163.01562500  3344.68627930
0.45900002 43641.65625000  3613.52929688
0.46000001 43124.67578125  3876.69287109
0.46100003 42610.26562500  4134.04833984
0.46200001 42101.16406250  3216.31860352
0.46300003 41594.73046875  3473.99218750
0.46400002 41093.20703125  4012.75170898
0.46500003 40595.60156250  2837.63281250
0.46600002 40102.00781250  3370.97485352
0.46700001 39612.10546875  3336.92382812
0.46800002 39127.14843750  4404.15185547
0.46900001 38645.34765625  3541.84619141
0.47000003 38168.16015625  2966.23876953
0.47100002 37695.76953125  3202.63256836
0.47200003 37227.07812500  3961.89208984
0.47300002 36763.02734375  3136.62158203
0.47400004 36302.44921875  3103.85961914
0.47500002 35847.18750000  3071.38720703
0.47600001 35396.53125000  4305.45703125
0.47700003 34949.54687500  3508.23583984
0.47800002 34507.41406250  3966.97241211
0.47900003 34070.09765625  2698.35180664
0.48000002 33636.46875000  4368.36816406
0.48100004 33209.12500000  2881.22387695
0.48200002 32784.32031250  3087.79125977
0.48300001 32365.23437500  3054.63085938
0.48400003 31950.68359375  2789.29492188
0.48500001 31541.02148438  2989.14257812
0.48600003 31136.18554688  3184.29785156
0.48700002 30736.06835938  2474.86840820
0.48800004 30340.03906250  3560.70727539
0.48900002 29949.68554688  3301.95288086
0.49000001 29563.68750000  3483.78491211
0.49100003 29183.74218750  2153.76025391
0.49200001 28807.79296875  2769.43725586
0.49300003 28437.41015625  2107.21215820
0.49400002 28071.85156250  2292.76855469
0.49500003 27710.92382812  2061.69287109
0.49600002 27356.34960938  2855.18237305
0.49700001 27005.66015625  2017.32287598
0.49800003 26661.04882812  2594.25341797
0.49900001 26321.10937500  2763.71655273
0.50000000 25986.85937500  3515.24243164
