# SAXS profile: number of points = 501, q_min = 0, q_max = 0.5, delta_q = 0.001
#    q    intensity    error
0.19100001 139795.87500000 6039.18212891
0.19200000 135879.40625000 5900.56347656
0.19300000 132094.67187500 4228.35058594
0.19400001 128434.63281250 3756.71313477
0.19500001 124896.95312500 3671.97045898
0.19600001 121475.75781250 4666.49169922
0.19700001 118170.34375000 3860.62524414
0.19800001 114974.50000000 3431.98901367
0.19900002 111887.92968750 4027.96582031
0.20000000 108904.03906250 3611.80249023
0.20100001 106021.64062500 3533.70141602
0.20200001 103236.92968750 3772.27758789
0.20300001 100547.20312500 3692.09350586
0.20400001 97948.78125000  3313.11767578
0.20500001 95440.87500000  2949.12329102
0.20600002 93015.40625000  4332.19287109
0.20700002 90674.39843750  4809.37060547
0.20800000 88413.61718750  3603.29711914
0.20900001 86232.86718750  2716.33544922
0.21000001 84123.89843750  3727.53002930
0.21100001 82089.35937500  2871.48583984
0.21200001 80125.61718750  3072.01635742
0.21300001 78226.80468750  3515.51293945
0.21400002 76397.60156250  3202.96972656
0.21500000 74630.47656250  2659.83032227
0.21600001 72923.61718750  3323.12939453
0.21700001 71277.28906250  3029.99755859
0.21800001 69687.84375000  2747.09497070
0.21900001 68152.68750000  2473.94262695
0.22000001 66672.09375000  2210.17993164
0.22100002 65244.64843750  2607.17626953
0.22200002 63866.98437500  2563.62084961
0.22300000 62537.11718750  2101.24707031
0.22400001 61253.23437500  2894.21533203
0.22500001 60017.89062500  2441.52783203
0.22600001 58823.49218750  2403.52807617
0.22700001 57674.09375000  2366.94482422
0.22800002 56565.37890625  2137.32299805
0.22900002 55495.82421875  2106.06665039
0.23000000 54466.40625000  2453.43920898
0.23100001 53475.30468750  2419.22290039
0.23200001 52518.85156250  2019.08728027
0.23300001 51599.04687500  2897.80249023
0.23400001 50714.11328125  1966.43981934
0.23500001 49860.84765625  1765.07409668
0.23600002 49041.18359375  2092.09692383
0.23700002 48253.81640625  2928.52441406
0.23800001 47497.12109375  2383.88061523
0.23900001 46769.60546875  2525.55883789
0.24000001 46071.78125000  1832.04443359
0.24100001 45404.16406250  1977.80554199
0.24200001 44763.37500000  1957.95007324
0.24300002 44149.43750000  2262.21728516
0.24400002 43562.12890625  2401.36254883
0.24500000 43001.63671875  1745.43652344
0.24600001 42465.85937500  1888.03210449
0.24700001 41955.77734375  1716.83044434
0.24800001 41469.43750000  1703.77197266
0.24900001 41006.37890625  1845.28710938
0.25000000 40566.95312500  1680.08032227
0.25100002 40149.98437500  2428.27124023
0.25200000 39757.40625000  1810.55236816
0.25300002 39385.69140625  2250.89233398
0.25400001 39035.55859375  1642.42114258
0.25500003 38706.63671875  1634.96850586
0.25600001 38398.90234375  2220.41674805
0.25700000 38111.05859375  1769.87756348
0.25800002 37844.23437500  1911.32312012
0.25900000 37596.76171875  1612.90112305
0.26000002 37369.72265625  1755.62976074
0.26100001 37160.41796875  1460.40441895
0.26200002 36970.94531250  1750.20471191
0.26300001 36798.65625000  1602.94958496
0.26400000 36645.74218750  1748.00195312
0.26500002 36510.25781250  2330.81494141
0.26600000 36392.42187500  1457.51647949
0.26700002 36292.31640625  1458.95117188
0.26800001 36209.36718750  1461.04797363
0.26900002 36142.50000000  1463.77136230
0.27000001 36093.16406250  1760.62463379
0.27100003 36058.35937500  1765.41748047
0.27200001 36042.32031250  2213.89965820
0.27300000 36038.87890625  1481.19787598
0.27400002 36050.41406250  2081.91162109
0.27500001 36078.99609375  1493.67041016
0.27600002 36119.94140625  2101.09716797
0.27700001 36176.72656250  1508.56958008
0.27800003 36247.34375000  1668.64660645
0.27900001 36331.29687500  1831.09741211
0.28000000 36429.11718750  1842.58471680
0.28100002 36538.93359375  1854.71643066
0.28200001 36662.72265625  2023.23242188
0.28300002 36798.38281250  2351.41674805
0.28400001 36945.28515625  2053.23437500
0.28500003 37105.69531250  1910.20141602
0.28600001 37275.44531250  1765.17883301
0.28700000 37456.56250000  1618.12353516
0.28800002 37648.87890625  1795.28686523
0.28900000 37851.59375000  2634.47094727
0.29000002 38063.61328125  1827.62451172
0.29100001 38286.15234375  1676.93347168
0.29200003 38517.19531250  1862.11401367
0.29300001 38756.98046875  2221.93774414
0.29400000 39004.92187500  1725.96777344
0.29500002 39261.60156250  2091.85815430
0.29600000 39525.35546875  2289.11108398
0.29700002 39795.26953125  1778.84863281
0.29800001 40073.61718750  1977.03198242
0.29900002 40357.71484375  1816.09729004
0.30000001 40648.10156250  2018.78808594
0.30100003 40943.75000000  2411.17773438
0.30200002 41244.42187500  2436.92675781
0.30300000 41550.25000000  3220.97534180
0.30400002 41860.68750000  2872.68994141
0.30500001 42174.33203125  2129.38208008
0.30600002 42491.74218750  2543.76831055
0.30700001 42812.58203125  1977.94140625
0.30800003 43136.54687500  2599.19287109
0.30900002 43462.19140625  2223.09130859
0.31000000 43789.88281250  3677.03637695
0.31100002 44119.14843750  2684.20922852
0.31200001 44449.73828125  2086.91528320
0.31300002 44781.03125000  2109.18676758
0.31400001 45112.68359375  2557.88916016
0.31500003 45443.48437500  2369.42358398
0.31600001 45775.05859375  2176.60424805
0.31700000 46105.89062500  2419.17602539
0.31800002 46434.16406250  2221.87500000
0.31900001 46762.28906250  2469.04882812
0.32000002 47088.10937500  3400.93896484
0.32100001 47411.42578125  3892.95239258
0.32200003 47733.09375000  3469.00292969
0.32300001 48050.23828125  4203.43505859
0.32400000 48365.14843750  2357.80102539
0.32500002 48676.48828125  2856.33642578
0.32600001 48982.62890625  2402.59790039
0.32700002 49285.85156250  3879.78247070
0.32800001 49584.48828125  2691.69409180
0.32900003 49877.12890625  2715.80981445
0.33000001 50166.30468750  3237.98437500
0.33100003 50448.23437500  3517.25122070
0.33200002 50726.50390625  3547.30468750
0.33300000 50998.03125000  3066.00170898
0.33400002 51263.55859375  3348.79223633
0.33500001 51521.85156250  3375.71191406
0.33600003 51774.80859375  3402.38183594
0.33700001 52019.49609375  2637.38842773
0.33800003 52258.71484375  3720.29833984
0.33900002 52489.80468750  2944.67822266
0.34000000 52712.48828125  3774.74121094
0.34100002 52928.71875000  3529.81640625
0.34200001 53137.96484375  3827.52758789
0.34300002 53337.36328125  2752.20825195
0.34400001 53530.95703125  3047.24975586
0.34500003 53715.65234375  2787.84252930
0.34600002 53892.27343750  3927.13012695
0.34700000 54060.28515625  4232.92041016
0.34800002 54219.09375000  3689.88061523
0.34900001 54370.83593750  2854.46899414
0.35000002 54513.62109375  3157.15649414
0.35100001 54647.43359375  2885.38452148
0.35200003 54772.03125000  4060.25097656
0.35300002 54889.15234375  3206.07543945
0.35400000 54996.11328125  3221.39746094
0.35500002 55095.15234375  3236.28930664
0.35600001 55185.44531250  3250.69873047
0.35700002 55266.89453125  4451.74853516
0.35800001 55339.90625000  3576.06494141
0.35900003 55403.94140625  3590.17578125
0.36000001 55459.78906250  3603.77734375
0.36100003 55506.29687500  3616.79052734
0.36200002 55545.28515625  3024.44091797
0.36300001 55574.99218750  3641.27343750
0.36400002 55596.50781250  3652.69067383
0.36500001 55608.57421875  3358.20190430
0.36600003 55614.26171875  4592.34814453
0.36700001 55610.74218750  3683.65576172
0.36800003 55599.68359375  4308.41992188
0.36900002 55581.82812500  3701.75000000
0.37000000 55554.00781250  3709.89672852
0.37100002 55518.84765625  3407.74707031
0.37200001 55477.25390625  4035.13818359
0.37300003 55427.27343750  4042.31127930
0.37400001 55371.32031250  4360.49169922
0.37500003 55308.11328125  4367.12890625
0.37600002 55236.67578125  4373.08789062
0.37700000 55159.08984375  3440.27246094
0.37800002 55075.96093750  5322.81640625
0.37900001 54985.10156250  3447.56591797
0.38000003 54888.67187500  3764.26538086
0.38100001 54786.55859375  3767.12377930
0.38200003 54677.16796875  4083.56469727
0.38300002 54562.82421875  3457.10058594
0.38400000 54443.59375000  4401.76464844
0.38500002 54317.76562500  5031.99804688
0.38600001 54188.50781250  4089.33593750
0.38700002 54052.10937500  4404.16601562
0.38800001 53912.74218750  4404.13183594
0.38900003 53767.83593750  3459.96044922
0.39000002 53619.01562500  3144.75537109
0.39100003 53466.14453125  4086.95239258
0.39200002 53310.10156250  3771.15673828
0.39300001 53148.12890625  4397.47607422
0.39400002 52985.36328125  3453.32128906
0.39500001 52817.82421875  3764.85449219
0.39600003 52645.77343750  3135.05590820
0.39700001 52472.77343750  3759.14965820
0.39800003 52296.13671875  3755.90893555
0.39900002 52116.81250000  4065.11157227
0.40000001 51935.11328125  3748.67651367
0.40100002 51750.75390625  4056.74194336
0.40200001 51565.41406250  3428.84228516
0.40300003 51376.81640625  3736.12231445
0.40400001 51187.21093750  3731.54785156
0.40500003 50996.07421875  3105.66113281
0.40600002 50804.59765625  4342.26904297
0.40700001 50609.85156250  4645.98437500
0.40800002 50415.10156250  4330.15332031
0.40900001 50219.60546875  5868.16113281
0.41000003 50023.57421875  3700.74414062
0.41100001 49826.37109375  3695.12377930
0.41200003 49628.35937500  3689.37255859
0.41300002 49430.72265625  3683.57763672
0.41400003 49233.09375000  3984.18847656
0.41500002 49035.46875000  3365.79467773
0.41600001 48836.81640625  3054.74291992
0.41700003 48639.46875000  3964.60327148
0.41800001 48442.50781250  3957.99511719
0.41900003 48244.51953125  4559.10742188
0.42000002 48049.12890625  3337.73291016
0.42100003 47853.11328125  3332.01245117
0.42200002 47658.69140625  3023.94409180
0.42300001 47464.68750000  4528.13134766
0.42400002 47270.34375000  3314.83300781
0.42500001 47078.52734375  3609.98168945
0.42600003 46887.25000000  4805.00585938
0.42700002 46697.87890625  3597.60473633
0.42800003 46509.04296875  2992.85717773
0.42900002 46322.00390625  3286.54638672
0.43000001 46136.01171875  4175.77050781
0.43100002 45951.11328125  3870.92211914
0.43200001 45767.99609375  3864.42089844
0.43300003 45586.45312500  3857.98168945
0.43400002 45406.38281250  4147.87304688
0.43500003 45227.54687500  3549.45825195
0.43600002 45052.22265625  2953.17333984
0.43700001 44876.47265625  3243.22265625
0.43800002 44701.85546875  3237.97900391
0.43900001 44531.14453125  3526.86669922
0.44000003 44360.84765625  3227.91723633
0.44100001 44192.56250000  3808.95703125
0.44200003 44026.48046875  2925.55981445
0.44300002 43861.06640625  3505.37646484
0.44400004 43698.11328125  3791.90405273
0.44500002 43535.99218750  4368.83691406
0.44600001 43376.55078125  3490.07739258
0.44700003 43218.69140625  4356.44433594
0.44800001 43062.43750000  2900.25537109
0.44900003 42907.61718750  3475.51733398
0.45000002 42755.94921875  4338.66015625
0.45100003 42603.67187500  3466.23510742
0.45200002 42454.38281250  4615.64062500
0.45300001 42306.76953125  4321.63671875
0.45400003 42160.09765625  4316.14013672
0.45500001 42014.95312500  4885.49902344
0.45600003 41872.12500000  4592.53515625
0.45700002 41730.25000000  3726.92871094
0.45800003 41590.20703125  3149.83447266
0.45900002 41451.05859375  3432.14770508
0.46000001 41314.11718750  3713.93261719
0.46100003 41177.41796875  3995.03320312
0.46200001 41043.35156250  3135.50683594
0.46300003 40909.47265625  3416.75927734
0.46400002 40777.33593750  3981.90698242
0.46500003 40646.45312500  2841.18725586
0.46600002 40516.86718750  3405.84790039
0.46700001 40387.84765625  3402.27246094
0.46800002 40260.75000000  4531.75048828
0.46900001 40133.71093750  3678.25463867
0.47000003 40007.87500000  3109.21215820
0.47100002 39883.87500000  3388.53417969
0.47200003 39760.32031250  4231.49218750
0.47300002 39637.77343750  3381.89501953
0.47400004 39515.30468750  3378.55883789
0.47500002 39394.12109375  3375.28857422
0.47600001 39274.61328125  4777.16748047
0.47700003 39154.35156250  3930.31396484
0.47800002 39035.70312500  4487.54443359
0.47900003 38917.91406250  3082.29907227
0.48000002 38799.60156250  5038.90429688
0.48100004 38683.54687500  3356.18481445
0.48200002 38566.12890625  3632.35107422
0.48300001 38450.33203125  3628.94238281
0.48400003 38334.94531250  3346.64086914
0.48500001 38219.95703125  3622.10546875
0.48600003 38105.82812500  3897.08325195
0.48700002 37991.70703125  3059.09228516
0.48800004 37877.21484375  4445.27001953
0.48900002 37763.83593750  4163.46289062
0.49000001 37650.50000000  4436.73486328
0.49100003 37538.31640625  2770.32788086
0.49200001 37425.62500000  3597.91259766
0.49300003 37313.62109375  2764.93945312
0.49400002 37201.50781250  3038.43334961
0.49500003 37089.52734375  2759.46093750
0.49600002 36978.64062500  3859.46093750
0.49700001 36866.76953125  2753.94775391
0.49800003 36755.90234375  3576.53320312
0.49900001 36644.80468750  3847.70458984
0.50000000 36534.37109375  4942.00439453
