# SAXS profile: number of points = 502, q_min = 0, q_max = 0.35, delta_q = 0.0007
#    q    intensity    error
0.22260000 45330.79687500  1520.39489746
0.22330000 44354.40234375  1641.53417969
0.22399999 43412.62500000  2197.76416016
0.22469999 42508.04687500  2446.48681641
0.22539999 41633.85937500  2120.82861328
0.22610000 40792.90625000  2501.29858398
0.22679999 39985.44531250  1366.30261230
0.22749999 39207.88281250  1612.62011719
0.22819999 38462.84375000  1322.35253906
0.22889999 37747.73828125  2082.76904297
0.22960000 37063.72656250  1410.23767090
0.23029999 36410.35156250  1389.58288574
0.23099999 35786.21875000  1618.96850586
0.23169999 35189.93750000  1719.62658691
0.23239999 34621.25390625  1696.92602539
0.23310000 34082.69140625  1436.17639160
0.23379999 33572.42578125  1537.14709473
0.23449999 33089.26953125  1519.54187012
0.23519999 32632.22656250  1503.00769043
0.23589998 32202.49023438  1144.31542969
0.23660000 31799.14648438  1586.65014648
0.23729999 31421.83007812  1235.49060059
0.23799999 31069.75000000  1559.39074707
0.23869999 30743.86914062  1437.01452637
0.23939998 30442.08593750  1536.83813477
0.24010000 30164.21875000  1090.88891602
0.24079999 29911.67382812  1193.38598633
0.24149999 29683.22656250  1079.72729492
0.24219999 29479.54101562  1505.57897949
0.24289998 29296.82421875  1607.73632812
0.24360000 29137.52148438  1389.77233887
0.24429999 29004.45117188  1067.21875000
0.24499999 28891.40234375  1172.70202637
0.24569999 28801.54101562  1065.80102539
0.24640000 28731.91796875  1492.73803711
0.24710000 28686.69335938  1174.33276367
0.24779999 28661.11914062  1176.59619141
0.24849999 28658.11328125  1179.78283691
0.24919999 28674.63085938  1183.77478027
0.24990000 28711.56445312  1620.83959961
0.25059998 28771.10546875  1302.98571777
0.25129998 28848.66601562  1310.13317871
0.25200000 28946.42773438  1318.22033691
0.25270000 29065.82617188  1327.32006836
0.25340000 29202.40429688  1114.36376953
0.25409999 29358.28320312  1348.07360840
0.25479999 29534.13867188  1359.86987305
0.25549999 29728.10546875  1258.16772461
0.25619999 29939.52539062  1732.60021973
0.25689998 30169.64843750  1400.53527832
0.25759998 30417.19726562  1651.83618164
0.25829998 30681.99414062  1432.05126953
0.25900000 30966.40429688  1449.22778320
0.25970000 31266.56445312  1344.94689941
0.26040000 31581.13671875  1609.78527832
0.26109999 31915.65625000  1631.19323730
0.26179999 32266.12695312  1780.70300293
0.26249999 32629.67382812  1805.56286621
0.26319999 33008.79687500  1831.39392090
0.26389998 33406.84375000  1460.16296387
0.26459998 33819.30859375  2290.51391602
0.26529998 34244.35546875  1504.67968750
0.26600000 34684.19921875  1666.92260742
0.26670000 35140.20703125  1693.26599121
0.26740000 35609.53515625  1863.73181152
0.26809999 36091.35937500  1602.51049805
0.26879999 36586.53906250  2072.92016602
0.26949999 37095.39453125  2408.23291016
0.27019998 37619.33984375  1989.46105957
0.27089998 38151.08593750  2178.38867188
0.27159998 38698.68359375  2215.34472656
0.27230000 39256.54296875  1770.25415039
0.27300000 39827.83593750  1636.92407227
0.27370000 40408.20312500  2164.52612305
0.27440000 40999.67187500  2032.43566895
0.27509999 41601.91406250  2412.12060547
0.27579999 42215.09765625  1928.04785156
0.27649999 42837.17187500  2139.71655273
0.27719998 43469.83593750  1813.99609375
0.27789998 44111.65625000  2214.49316406
0.27859998 44763.17578125  2252.84082031
0.27930000 45421.33203125  2482.66186523
0.28000000 46089.57812500  2331.21093750
0.28070000 46764.88281250  2568.86523438
0.28140000 47448.78906250  2210.92382812
0.28209999 48137.67968750  2452.99975586
0.28279999 48836.51953125  2494.76464844
0.28349999 49539.14843750  2114.08300781
0.28419998 50249.69531250  3009.55468750
0.28489998 50965.24609375  3278.46655273
0.28559998 51686.83593750  3110.82373047
0.28630000 52414.49609375  4291.72509766
0.28700000 53144.76171875  2755.02441406
0.28770000 53881.21875000  2799.99145508
0.28839999 54622.33593750  2845.38671875
0.28909999 55365.59375000  2891.08056641
0.28979999 56113.78906250  3181.98828125
0.29049999 56863.97265625  2735.01489258
0.29119998 57618.31640625  2525.41064453
0.29189998 58372.57421875  3333.97851562
0.29259998 59131.73828125  3385.40991211
0.29330000 59890.50781250  3965.79980469
0.29400000 60650.48828125  2952.16259766
0.29470000 61410.89453125  2996.26831055
0.29539999 62173.67578125  2764.24145508
0.29609999 62937.71484375  4207.22900391
0.29679999 63699.21093750  3129.98803711
0.29749998 64461.42578125  3463.51220703
0.29819998 65222.62890625  4683.50634766
0.29889998 65982.72656250  3561.87939453
0.29959998 66740.57031250  3009.33203125
0.30030000 67496.69531250  3355.56445312
0.30100000 68252.48437500  4328.57275391
0.30170000 69004.86718750  4073.11572266
0.30239999 69753.92187500  4126.85107422
0.30309999 70498.73437500  4180.53955078
0.30379999 71242.89062500  4560.11474609
0.30449998 71980.46875000  3958.20581055
0.30519998 72716.76562500  3339.88085938
0.30589998 73446.74218750  3719.23266602
0.30659997 74171.12500000  3764.48095703
0.30730000 74890.89062500  4155.99511719
0.30800000 75607.59375000  3854.85302734
0.30870000 76316.58593750  4608.87304688
0.30939999 77019.81250000  3586.04248047
0.31009999 77717.68750000  4352.03515625
0.31079999 78407.67187500  4767.26464844
0.31149998 79092.57031250  5561.19628906
0.31219998 79769.39062500  4497.07910156
0.31289998 80437.09375000  5681.07031250
0.31360000 81100.02343750  3827.11010742
0.31430000 81752.53906250  4639.78369141
0.31500000 82397.55468750  5858.46630859
0.31569999 83034.82031250  4733.48291016
0.31639999 83663.67187500  6373.16357422
0.31709999 84282.21093750  6032.28808594
0.31779999 84892.82031250  6089.36181641
0.31849998 85493.41406250  6965.36181641
0.31919998 86083.61718750  6615.35351562
0.31989998 86666.71875000  5423.21289062
0.32060000 87236.84375000  4629.13574219
0.32130000 87798.11718750  5093.52001953
0.32200000 88348.68750000  5564.64208984
0.32269999 88886.94531250  6042.26757812
0.32339999 89416.67968750  4786.11718750
0.32409999 89933.49218750  5262.72802734
0.32479998 90440.51562500  6187.75878906
0.32549998 90935.39843750  4453.56103516
0.32619998 91419.42187500  5384.23779297
0.32689998 91890.35156250  5423.55175781
0.32760000 92351.51562500  7283.20996094
0.32830000 92797.92968750  5958.87988281
0.32900000 93233.23437500  5076.54931641
0.32969999 93657.26562500  5575.04248047
0.33039999 94069.75781250  7014.31152344
0.33109999 94467.37500000  5647.07031250
0.33179998 94852.88281250  5682.06689453
0.33249998 95226.77343750  5716.46289062
0.33319998 95585.96093750  8145.93066406
0.33389997 95934.60937500  6746.98486328
0.33460000 96268.18750000  7753.82470703
0.33530000 96588.32031250  5359.63769531
0.33600000 96898.70312500  8816.81250000
0.33669999 97192.87500000  5907.96582031
0.33739999 97474.53125000  6432.14892578
0.33809999 97743.82812500  6463.26171875
0.33879998 97998.95312500  5994.00781250
0.33949998 98241.25000000  6522.97314453
0.34019998 98469.17968750  7055.51318359
0.34089997 98683.91406250  5567.10449219
0.34160000 98885.49218750  8130.76074219
0.34230000 99072.97656250  7652.64453125
0.34299999 99246.76562500  8193.81250000
0.34369999 99409.75781250  5139.98144531
0.34439999 99557.98437500  6705.52880859
0.34509999 99691.57031250  5175.48779297
0.34579998 99813.33593750  5711.51855469
0.34649998 99920.06250000  5208.33300781
0.34719998 100015.29687500 7313.31787109
0.34789997 100097.01562500 5238.57714844
0.34860000 100163.24218750 6828.32861328
0.34930000 100218.55468750 7372.37744141
0.34999999 100261.88281250 9501.81835938
0.35069999 100289.51562500 5819.85058594
